communityID,year,urban_score_div,city_eng
1111542,2013,4.5,Xuzhou
1111543,2013,5.5,Xuzhou
1127441,2013,5.5,Taizhou
1127442,2013,3,Taizhou
1127443,2013,5.5,Taizhou
1146041,2013,5.5,Yancheng
1146042,2013,5.5,Yancheng
1146043,2013,5.5,Yancheng
1160061,2013,5.5,Suqian
1160062,2013,3.5,Suqian
1160063,2013,4.5,Suqian
1174891,2013,6,Yangzhou
1174892,2013,4,Yangzhou
1174893,2013,5.5,Yangzhou
1182761,2013,2,Lianyungang
1182762,2013,3,Lianyungang
1182763,2013,2.5,Lianyungang
1224901,2013,5.5,Chongqing
1224902,2013,5.5,Chongqing
1224903,2013,5.5,Chongqing
1240991,2013,3.5,Chongqing
1240992,2013,5.5,Chongqing
1240993,2013,4,Chongqing
1340041,2013,4.5,Lanzhou
1340042,2013,4.954545454545454,Lanzhou
1340043,2013,5.5,Lanzhou
1349021,2013,3,Dingxi
1349022,2013,5.5,Dingxi
1349023,2013,2.5,Dingxi
1355591,2013,2,Pingliang
1355592,2013,4.5,Pingliang
1355593,2013,4,Pingliang
1382021,2013,2.5,Zhangye
1382022,2013,4,Zhangye
1382023,2013,4.5,Zhangye
1411541,2013,5.5,Jixi
1411542,2013,4,Jixi
1411543,2013,4.5,Jixi
1424031,2013,5.5,Qiqihar
1424032,2013,5.5,Qiqihar
1424033,2013,5.5,Qiqihar
1440161,2013,5.5,Harbin
1440162,2013,5.5,Harbin
1440163,2013,2,Harbin
1455281,2013,5.5,Jiamusi
1455282,2013,3,Jiamusi
1455283,2013,2.5,Jiamusi
1504781,2013,5.5,Foshan
1504782,2013,5.5,Foshan
1504783,2013,5.5,Foshan
1511561,2013,4,Shenzhen
1511562,2013,4.7727272727272725,Shenzhen
1511563,2013,5.5,Shenzhen
1538591,2013,3.5,Chaozhou
1538592,2013,5.5,Chaozhou
1538593,2013,5.5,Chaozhou
1540441,2013,5.5,Guangzhou
1540442,2013,3,Guangzhou
1540443,2013,4,Guangzhou
1540581,2013,5.5,Guangzhou
1540583,2013,5.5,Guangzhou
1546281,2013,4,Maoming
1546282,2013,5.5,Maoming
1546283,2013,4,Maoming
1546311,2013,5.5,Maoming
1546312,2013,4,Maoming
1546313,2013,3,Maoming
1546761,2013,5.5,Maoming
1546762,2013,4.5,Maoming
1546763,2013,4,Maoming
1556761,2013,5.5,Qingyuan
1556762,2013,3,Qingyuan
1556763,2013,4,Qingyuan
1582311,2013,4.5,Jiangmen
1582312,2013,1.5,Jiangmen
1582313,2013,5.5,Jiangmen
1582781,2013,4,Jiangmen
1582782,2013,3.5,Jiangmen
1582783,2013,3,Jiangmen
1601041,2013,5.5,Benxi
1601042,2013,4,Benxi
1601043,2013,5.5,Benxi
1611591,2013,3.5,Anshan
1611592,2013,3,Anshan
1611593,2013,5.5,Anshan
1624311,2013,5.5,Dalian
1624312,2013,5.5,Dalian
1624313,2013,5.5,Dalian
1660061,2013,5.5,Chaoyang
1660062,2013,5.5,Chaoyang
1660063,2013,5.5,Chaoyang
1682311,2013,4.5,Jinzhou
1682312,2013,2.5,Jinzhou
1682313,2013,5.5,Jinzhou
1711591,2013,4,Yangquan
1711592,2013,3,Yangquan
1711593,2013,3,Yangquan
1746431,2013,4.5,Xinzhou
1746432,2013,5.5,Xinzhou
1746433,2013,5.5,Xinzhou
1755311,2013,5.5,Yuncheng
1755312,2013,2.5,Yuncheng
1755313,2013,3,Yuncheng
1774021,2013,5.5,Linfen
1774022,2013,3,Linfen
1774023,2013,3.5,Linfen
1840371,2013,5.5,Shanghai
1840372,2013,5.5,Shanghai
1840373,2013,5.5,Shanghai
1940371,2013,3,Tianjin
1940372,2013,5.5,Tianjin
1940373,2013,5.5,Tianjin
2001041,2013,5.5,Huzhou
2001042,2013,5.5,Huzhou
2001043,2013,5.5,Huzhou
2024541,2013,5.5,Ningbo
2024542,2013,3.5,Ningbo
2024543,2013,5.5,Ningbo
2040281,2013,3.5,Hangzhou
2040282,2013,4,Hangzhou
2040283,2013,4.888888888888889,Hangzhou
2049061,2013,2.5,Lishui
2049062,2013,2,Lishui
2049063,2013,4,Lishui
2053041,2013,5.5,Jiaxing
2053042,2013,5.5,Jiaxing
2053043,2013,5.5,Jiaxing
2074061,2013,4,Taizhou
2074062,2013,4,Taizhou
2074063,2013,5.5,Taizhou
2074281,2013,3,Taizhou
2074282,2013,3.5,Taizhou
2074283,2013,4,Taizhou
2111541,2013,5.5,Siping
2111542,2013,5.5,Siping
2111543,2013,5.5,Siping
2111761,2013,2.5,Siping
2111762,2013,2,Siping
2111763,2013,5.5,Siping
2124281,2013,1.5,Jilin
2124282,2013,5.5,Jilin
2124283,2013,5.5,Jilin
2411161,2013,5.5,Guilin
2411162,2013,5.5,Guilin
2411163,2013,3,Guilin
2427021,2013,4.5,Hechi
2427022,2013,2.5,Hechi
2427023,2013,2.5,Hechi
2440561,2013,5.5,Nanning
2440562,2013,5.5,Nanning
2440563,2013,5.5,Nanning
2446041,2013,5.5,Yulin
2446042,2013,4,Yulin
2446043,2013,4,Yulin
2446761,2013,3.5,Yulin
2446762,2013,5.5,Yulin
2446763,2013,3,Yulin
2616761,2013,4.5,Bozhou
2616762,2013,2.5,Bozhou
2616763,2013,1.5,Bozhou
2627281,2013,4.5,Fuyang
2627282,2013,5.5,Fuyang
2627283,2013,4,Fuyang
2653591,2013,5.5,Huainan
2653592,2013,5.5,Huainan
2653593,2013,2,Huainan
2655761,2013,3.5,Anqing
2655762,2013,5.5,Anqing
2655763,2013,3,Anqing
2660591,2013,1.5,Suzhou
2660592,2013,1.5,Suzhou
2660593,2013,3.5,Suzhou
2663061,2013,5.5,Liuan
2663062,2013,5.5,Liuan
2663063,2013,5.5,Liuan
2686061,2013,2,Chaohu
2686062,2013,5.5,Chaohu
2686063,2013,3,Chaohu
2704021,2013,4.5,Xiangfan
2704022,2013,5.5,Xiangfan
2704023,2013,4,Xiangfan
2718061,2013,5.5,Enshi
2718062,2013,4.5,Enshi
2718063,2013,5.5,Enshi
2749511,2013,3,Huanggang
2749512,2013,5.5,Huanggang
2749513,2013,2.5,Huanggang
2755591,2013,3.5,Jingmen
2755592,2013,4.5,Jingmen
2755593,2013,5.5,Jingmen
2801541,2013,5.5,Weinan
2801542,2013,5.5,Weinan
2801543,2013,4,Weinan
2811041,2013,5.5,Baoji
2811042,2013,3,Baoji
2811043,2013,5.5,Baoji
2811161,2013,3.5,Baoji
2811162,2013,4,Baoji
2811163,2013,5.5,Baoji
2855021,2013,3.5,Yulin
2855022,2013,3,Yulin
2855023,2013,5.5,Yulin
2882511,2013,5.5,Hanzhong
2882512,2013,3.5,Hanzhong
2882513,2013,4.5,Hanzhong
2916761,2013,2.5,Binzhou
2916762,2013,5.5,Binzhou
2916763,2013,3.5,Binzhou
2924581,2013,5.5,Qingdao
2924582,2013,2.5,Qingdao
2940281,2013,5.5,Jinan
2940282,2013,5.5,Jinan
2940283,2013,5.5,Jinan
2940991,2013,4,Jinan
2940992,2013,5.5,Jinan
2940993,2013,5.5,Jinan
2953311,2013,2.5,Zaozhuang
2953312,2013,2.5,Zaozhuang
2953313,2013,3.5,Zaozhuang
2960061,2013,3.5,Linyi
2960062,2013,4,Linyi
2960063,2013,5.5,Linyi
2960811,2013,3.5,Linyi
2960812,2013,2,Linyi
2960813,2013,2,Linyi
2963311,2013,1.5,Liaocheng
2963312,2013,2,Liaocheng
2963313,2013,2,Liaocheng
2974391,2013,5.5,Weihai
2974392,2013,4.5,Weihai
2974393,2013,2,Weihai
2982451,2013,2,Weifang
2982452,2013,4,Weifang
2982453,2013,3.5,Weifang
2986311,2013,2.5,Dezhou
2986312,2013,2,Dezhou
2986313,2013,5.5,Dezhou
3201461,2013,2.5,Anyang
3201462,2013,2.5,Anyang
3201463,2013,2,Anyang
3211161,2013,5.5,Luoyang
3211162,2013,4.5,Luoyang
3211163,2013,4,Luoyang
3211311,2013,5.5,Luoyang
3211312,2013,3.5,Luoyang
3211313,2013,4.5,Luoyang
3216591,2013,2,Zhoukou
3216592,2013,3.5,Zhoukou
3216593,2013,2,Zhoukou
3240451,2013,4,Zhengzhou
3240452,2013,4,Zhengzhou
3240453,2013,2.5,Zhengzhou
3240781,2013,5.5,Zhengzhou
3240782,2013,4.608695652173913,Zhengzhou
3240783,2013,4,Zhengzhou
3246811,2013,3,Puyang
3246812,2013,5.5,Puyang
3246813,2013,5.5,Puyang
3253061,2013,3,Pingdingshan
3253062,2013,5.5,Pingdingshan
3253063,2013,3.5,Pingdingshan
3255541,2013,2.5,Jiaozuo
3255542,2013,2.5,Jiaozuo
3255543,2013,5.5,Jiaozuo
3263461,2013,4,Xinyang
3263462,2013,2.5,Xinyang
3263463,2013,2.5,Xinyang
3263591,2013,2.5,Xinyang
3263592,2013,5.5,Xinyang
3263593,2013,2.5,Xinyang
3301021,2013,5.5,Shaoyang
3301022,2013,2,Shaoyang
3301023,2013,2,Shaoyang
3301311,2013,2.5,Shaoyang
3301312,2013,3,Shaoyang
3301313,2013,3.5,Shaoyang
3304041,2013,5.5,Yueyang
3304042,2013,5.5,Yueyang
3304043,2013,5.5,Yueyang
3340021,2013,5.5,Changsha
3340022,2013,5.5,Changsha
3340023,2013,4.5,Changsha
3346311,2013,5.5,Yiyang
3346312,2013,5.5,Yiyang
3346313,2013,5.5,Yiyang
3360591,2013,3.5,Loudi
3360592,2013,5.5,Loudi
3360593,2013,5.5,Loudi
3382311,2013,5.5,Changde
3382312,2013,5.5,Changde
3382313,2013,3,Changde
3452331,2013,1.5,Qiannan
3452332,2013,3,Qiannan
3452333,2013,4,Qiannan
3477631,2013,5.5,Qiandongnan
3477632,2013,5.5,Qiandongnan
3477633,2013,5.5,Qiandongnan
0101041,2015,4,Baoshan
0101042,2015,4.5,Baoshan
0101043,2015,4,Baoshan
0102061,2015,5.5,Chuxiong
0102062,2015,4,Chuxiong
0102063,2015,5.5,Chuxiong
0102331,2015,5.5,Chuxiong
0102332,2015,3,Chuxiong
0102333,2015,5.5,Chuxiong
0104461,2015,5.5,Zhaotong
0104462,2015,4,Zhaotong
0104463,2015,3.5,Zhaotong
0104511,2015,5.5,Zhaotong
0104512,2015,5.5,Zhaotong
0104513,2015,3.5,Zhaotong
0140311,2015,5.5,Kunming
0140312,2015,5.5,Kunming
0140313,2015,6,Kunming
0140511,2015,5.5,Kunming
0140512,2015,5.5,Kunming
0140513,2015,5.5,Kunming
0146431,2015,3.5,Lincang
0146432,2015,5.5,Lincang
0146433,2015,4,Lincang
0182061,2015,5.5,Lijiang
0182062,2015,5.5,Lijiang
0182063,2015,5.5,Lijiang
0304761,2015,4.5,Zhangzhou
0304762,2015,5.5,Zhangzhou
0304763,2015,3,Zhangzhou
0311061,2015,5.5,Putian
0311062,2015,5.5,Putian
0311063,2015,5.5,Putian
0340431,2015,5.5,Fuzhou
0340432,2015,5.5,Fuzhou
0340433,2015,4.5,Fuzhou
0346761,2015,5.5,Ningde
0346762,2015,4.5,Ningde
0346763,2015,3,Ningde
0467461,2015,5.5,Haidong
0467462,2015,5.5,Haidong
0467463,2015,5.5,Haidong
0516061,2015,3,Guangan
0516062,2015,2.5,Guangan
0516063,2015,5.5,Guangan
0540541,2015,4.5,Chengdu
0540542,2015,5.5,Chengdu
0540543,2015,5.5,Chengdu
0542491,2015,3.5,Liangshan
0542492,2015,4.5,Liangshan
0542493,2015,5.5,Liangshan
0560431,2015,2,Nanchong
0560432,2015,5.5,Nanchong
0560433,2015,3.5,Nanchong
0560591,2015,5.5,Nanchong
0560592,2015,4,Nanchong
0560593,2015,3,Nanchong
0563021,2015,5.5,Yibin
0563022,2015,5.5,Yibin
0563023,2015,3.5,Yibin
0563461,2015,3,Yibin
0563462,2015,3.5,Yibin
0563463,2015,5.5,Yibin
0566041,2015,3,Ziyang
0566042,2015,5.5,Ziyang
0566043,2015,4,Ziyang
0574571,2015,4.5,Neijiang
0574572,2015,5.5,Neijiang
0574573,2015,2.5,Neijiang
0576331,2015,5.5,Ganzi
0576332,2015,5.5,Ganzi
0576333,2015,5.5,Ganzi
0582021,2015,4.5,Mianyang
0582022,2015,5.5,Mianyang
0582023,2015,5.5,Mianyang
0586591,2015,5.5,Meishan
0586592,2015,2.5,Meishan
0586593,2015,3,Meishan
0604401,2015,3,Baoding
0604402,2015,1.5,Baoding
0604403,2015,3,Baoding
0604811,2015,5.5,Baoding
0604812,2015,5.5,Baoding
0604813,2015,3.5,Baoding
0640281,2015,5.5,Shijiazhuang
0640282,2015,5.5,Shijiazhuang
0640283,2015,4,Shijiazhuang
0640331,2015,2.5,Shijiazhuang
0640332,2015,2,Shijiazhuang
0640333,2015,5.5,Shijiazhuang
0646041,2015,5.5,Cangzhou
0646042,2015,5.5,Cangzhou
0646043,2015,5.5,Cangzhou
0655461,2015,5.5,Chengde
0655462,2015,4.5,Chengde
0655463,2015,3.5,Chengde
0724281,2015,5.5,Jingdezhen
0724282,2015,5.5,Jingdezhen
0724283,2015,5.5,Jingdezhen
0740021,2015,3.5,Nanchang
0740022,2015,3.5,Nanchang
0740023,2015,4.5,Nanchang
0740041,2015,5.5,Nanchang
0740042,2015,5.5,Nanchang
0740043,2015,5.5,Nanchang
0740571,2015,5.5,Nanchang
0740572,2015,5.5,Nanchang
0740573,2015,5.5,Nanchang
0746311,2015,3,Yichun
0746312,2015,5.5,Yichun
0746313,2015,5.5,Yichun
0749811,2015,3,Shangrao
0749812,2015,5.5,Shangrao
0749813,2015,5.5,Shangrao
0753761,2015,6,Jiujiang
0753762,2015,5.5,Jiujiang
0753763,2015,5.5,Jiujiang
0755041,2015,5.5,Jian
0755042,2015,5.5,Jian
0755043,2015,5.5,Jian
0782331,2015,4.5,Ganzhou
0782332,2015,4,Ganzhou
0782333,2015,5.5,Ganzhou
0896761,2015,5.5,Akesu
0896762,2015,5.5,Akesu
0896763,2015,5.5,Akesu
0940041,2015,5.5,Beijing
0940042,2015,5.5,Beijing
0940043,2015,5.5,Beijing
1017911,2015,5.5,Xilingol
1017912,2015,5.5,Xilingol
1017913,2015,5.5,Xilingol
1040041,2015,6,Hohhot
1040042,2015,5.5,Hohhot
1040043,2015,5.5,Hohhot
1051021,2015,5.5,Hinggan
1051022,2015,5.5,Hinggan
1051023,2015,5.5,Hinggan
1053811,2015,5.5,Chifeng
1053812,2015,2.5,Chifeng
1053813,2015,5.5,Chifeng
1082061,2015,5.5,Hulunbuir
1082062,2015,5.5,Hulunbuir
1082063,2015,5.5,Hulunbuir
1082591,2015,5.5,Hulunbuir
1082592,2015,4.5,Hulunbuir
1082593,2015,5.5,Hulunbuir
1101311,2015,5.5,Suzhou
1101312,2015,5.5,Suzhou
1101313,2015,5.5,Suzhou
1111541,2015,5.5,Xuzhou
1111542,2015,3.5,Xuzhou
1111543,2015,5.5,Xuzhou
1127441,2015,5.5,Taizhou
1127442,2015,5.5,Taizhou
1127443,2015,5.5,Taizhou
1146041,2015,5.5,Yancheng
1146042,2015,5.5,Yancheng
1146043,2015,5.5,Yancheng
1160061,2015,4,Suqian
1160062,2015,3,Suqian
1160063,2015,3,Suqian
1174891,2015,5.5,Yangzhou
1174892,2015,5.5,Yangzhou
1174893,2015,4,Yangzhou
1182761,2015,4.5,Lianyungang
1182762,2015,5.5,Lianyungang
1182763,2015,5.5,Lianyungang
1224901,2015,5.5,Chongqing
1224902,2015,5.5,Chongqing
1224903,2015,4,Chongqing
1240991,2015,2.5,Chongqing
1240992,2015,5.5,Chongqing
1240993,2015,5.5,Chongqing
1340041,2015,5.5,Lanzhou
1340042,2015,4.954545454545454,Lanzhou
1340043,2015,4.5,Lanzhou
1349021,2015,5.5,Dingxi
1349022,2015,4.5,Dingxi
1349023,2015,3,Dingxi
1355591,2015,2.5,Pingliang
1355592,2015,4,Pingliang
1355593,2015,3,Pingliang
1382021,2015,5.5,Zhangye
1382022,2015,5.5,Zhangye
1382023,2015,5.5,Zhangye
1411541,2015,3,Jixi
1411542,2015,4,Jixi
1411543,2015,3.5,Jixi
1424031,2015,3.5,Qiqihar
1424032,2015,5.5,Qiqihar
1424033,2015,4.5,Qiqihar
1440161,2015,5.5,Harbin
1440162,2015,5.5,Harbin
1440163,2015,4,Harbin
1455281,2015,5.5,Jiamusi
1455282,2015,5.5,Jiamusi
1455283,2015,3,Jiamusi
1504781,2015,5.5,Foshan
1504782,2015,5.5,Foshan
1504783,2015,5.5,Foshan
1511561,2015,5.5,Shenzhen
1511562,2015,4.7727272727272725,Shenzhen
1511563,2015,5.5,Shenzhen
1538591,2015,5.5,Chaozhou
1538592,2015,5.5,Chaozhou
1538593,2015,5.5,Chaozhou
1540441,2015,5.5,Guangzhou
1540442,2015,4.5,Guangzhou
1540443,2015,3,Guangzhou
1540581,2015,5.5,Guangzhou
1540582,2015,4.545454545454546,Guangzhou
1540583,2015,5.5,Guangzhou
1546281,2015,5.5,Maoming
1546282,2015,5.5,Maoming
1546283,2015,3.5,Maoming
1546311,2015,4.5,Maoming
1546312,2015,5.5,Maoming
1546313,2015,5.5,Maoming
1546761,2015,5.5,Maoming
1546762,2015,5.5,Maoming
1546763,2015,5.5,Maoming
1556761,2015,5.5,Qingyuan
1556762,2015,5.5,Qingyuan
1556763,2015,5.5,Qingyuan
1582311,2015,4.5,Jiangmen
1582312,2015,5.5,Jiangmen
1582313,2015,5.5,Jiangmen
1582781,2015,3,Jiangmen
1582782,2015,5.5,Jiangmen
1582783,2015,5.5,Jiangmen
1601041,2015,5.5,Benxi
1601042,2015,4.5,Benxi
1601043,2015,5.5,Benxi
1611591,2015,4.5,Anshan
1611592,2015,4.5,Anshan
1611593,2015,3.5,Anshan
1624311,2015,5.5,Dalian
1624312,2015,4,Dalian
1624313,2015,5.5,Dalian
1660061,2015,3,Chaoyang
1660062,2015,3,Chaoyang
1660063,2015,5.5,Chaoyang
1682311,2015,3,Jinzhou
1682312,2015,2,Jinzhou
1682313,2015,5.5,Jinzhou
1711591,2015,5.5,Yangquan
1711592,2015,5.5,Yangquan
1711593,2015,2,Yangquan
1746431,2015,5.5,Xinzhou
1746432,2015,5.5,Xinzhou
1746433,2015,5.5,Xinzhou
1755311,2015,5.5,Yuncheng
1755312,2015,4,Yuncheng
1755313,2015,3.5,Yuncheng
1774021,2015,5.5,Linfen
1774022,2015,3,Linfen
1774023,2015,4.5,Linfen
1840371,2015,3.5,Shanghai
1840372,2015,5.5,Shanghai
1840373,2015,5.5,Shanghai
1940371,2015,3.5,Tianjin
1940372,2015,5.5,Tianjin
1940373,2015,5.5,Tianjin
2001041,2015,5.5,Huzhou
2001042,2015,4.5,Huzhou
2001043,2015,4,Huzhou
2024541,2015,5.5,Ningbo
2024542,2015,5.5,Ningbo
2024543,2015,5.5,Ningbo
2040281,2015,5.5,Hangzhou
2040282,2015,5.5,Hangzhou
2040283,2015,4.888888888888889,Hangzhou
2049061,2015,5.5,Lishui
2049062,2015,4,Lishui
2049063,2015,5.5,Lishui
2053041,2015,5.5,Jiaxing
2053042,2015,5.5,Jiaxing
2053043,2015,5.5,Jiaxing
2074061,2015,5.5,Taizhou
2074062,2015,5.5,Taizhou
2074063,2015,5.5,Taizhou
2074281,2015,5.5,Taizhou
2074282,2015,2.5,Taizhou
2074283,2015,5.5,Taizhou
2111541,2015,5.5,Siping
2111542,2015,3.5,Siping
2111543,2015,5.5,Siping
2111761,2015,4.5,Siping
2111762,2015,3.5,Siping
2111763,2015,5.5,Siping
2124281,2015,5.5,Jilin
2124282,2015,5.5,Jilin
2124283,2015,5.5,Jilin
2411161,2015,5.5,Guilin
2411162,2015,5.5,Guilin
2411163,2015,5.5,Guilin
2427021,2015,5.5,Hechi
2427022,2015,5.5,Hechi
2427023,2015,5.5,Hechi
2440561,2015,4,Nanning
