communityID,year,urban_score_house
0101041,2011,4.868421052631579
0101041,2013,6.166666666666667
0101041,2015,4.224137931034483
0101041,2018,4.916666666666666
0101042,2011,6.484375
0101042,2013,6.699999999999999
0101042,2015,7.105263157894736
0101042,2018,7.5
0101043,2011,2.6666666666666665
0101043,2013,5.9375
0101043,2015,4.995112414467253
0101043,2018,5.241935483870968
0102061,2011,1.7857142857142858
0102061,2013,5.833333333333334
0102061,2015,6.129032258064516
0102061,2018,6.583333333333333
0102062,2011,1.5625
0102062,2013,5.555555555555555
0102062,2015,5.833333333333332
0102062,2018,6
0102063,2011,2.0689655172413794
0102063,2013,5.78125
0102063,2015,5.928571428571429
0102063,2018,6.176470588235294
0102331,2011,5.869565217391304
0102331,2013,5.104166666666666
0102331,2015,6.427777777777778
0102331,2018,6.7142857142857135
0102332,2011,4.444444444444445
0102332,2013,4.772727272727273
0102332,2015,4.673913043478261
0102332,2018,6.136363636363637
0102333,2011,5.390625
0102333,2013,5.703125
0102333,2015,6
0102333,2018,6.25
0104461,2011,6.25
0104461,2013,6.590909090909092
0104461,2015,6.944444444444445
0104461,2018,7.1875
0104462,2011,6.428571428571429
0104462,2013,6.574074074074074
0104462,2015,6.691176470588235
0104462,2018,6.691176470588235
0104463,2011,4.903846153846154
0104463,2013,6.018518518518519
0104463,2015,5.557692307692308
0104463,2018,6
0104511,2011,4.523809523809524
0104511,2013,6.666666666666666
0104511,2015,7.500000000000001
0104511,2018,7.159090909090909
0104512,2011,5
0104512,2013,6.696428571428571
0104512,2015,6.379310344827587
0104512,2018,6.071428571428571
0104513,2011,5
0104513,2013,6.5
0104513,2015,6.521739130434783
0104513,2018,5.681818181818182
0140311,2011,9.880952380952381
0140311,2013,9.583333333333334
0140311,2015,9.5
0140311,2018,9.204545454545453
0140312,2011,6.875
0140312,2013,7.3076923076923075
0140312,2015,6.833333333333334
0140312,2018,7.5
0140313,2011,8.75
0140313,2013,9
0140313,2015,9.130434782608695
0140313,2018,9.62962962962963
0140511,2011,5.441176470588235
0140511,2013,7.272727272727272
0140511,2015,7
0140511,2018,7.222222222222222
0140512,2011,5.9
0140512,2013,7.222222222222221
0140512,2015,7.403846153846154
0140512,2018,7.232142857142857
0140513,2011,6.470588235294117
0140513,2013,6.363636363636363
0140513,2015,6.979166666666668
0140513,2018,6.477272727272727
0146431,2011,4.375
0146431,2013,7
0146431,2015,7.5
0146431,2018,7.333333333333334
0146432,2011,5.568181818181818
0146432,2013,6.9318181818181825
0146432,2015,7.717391304347826
0146432,2018,7.5
0146433,2011,4.166666666666666
0146433,2013,6.111111111111112
0146433,2015,6
0146433,2018,7.4
0182061,2011,1.5625
0182061,2013,4.166666666666666
0182061,2015,4.205882352941177
0182061,2018,5.526315789473685
0182062,2011,4.25
0182062,2013,5.1
0182062,2015,5.288461538461537
0182062,2018,5.865384615384616
0182063,2011,5.208333333333334
0182063,2013,5.267857142857143
0182063,2015,5.071428571428571
0182063,2018,5.540540540540542
0304761,2011,7.142857142857142
0304761,2013,6.854838709677419
0304761,2015,7.100313479623824
0304761,2018,6.953125
0304762,2011,7.625
0304762,2013,7.647058823529411
0304762,2015,8.75
0304762,2018,8.4375
0304763,2011,5.185185185185185
0304763,2013,5.5357142857142865
0304763,2015,5.955882352941177
0304763,2018,5.322580645161291
0311061,2011,5.9375
0311061,2013,6.5625
0311061,2015,6.935483870967741
0311061,2018,6.710526315789474
0311062,2011,5
0311062,2013,7.4107142857142865
0311062,2015,7.096774193548388
0311062,2018,6.25
0311063,2011,6.9
0311063,2013,8.26086956521739
0311063,2015,7.5
0311063,2018,6.5625
0340431,2011,4.75
0340431,2013,6.578947368421053
0340431,2015,6.5
0340431,2018,6.590909090909091
0340432,2011,7.124999999999999
0340432,2013,8.157894736842104
0340432,2015,7.829131652661064
0340432,2018,7.916666666666666
0340433,2011,5.61923076923077
0340433,2013,7.678571428571428
0340433,2015,7.166666666666668
0340433,2018,7.844827586206896
0346761,2011,3.8541666666666674
0346761,2013,6.625
0346761,2015,6.416666666666666
0346761,2018,6.973684210526315
0346762,2011,4.700000000000001
0346762,2013,6.607142857142857
0346762,2015,7.182291666666667
0346762,2018,7.083333333333334
0346763,2011,4.2857142857142865
0346763,2013,6.666666666666666
0346763,2015,6.330128205128204
0346763,2018,6.810344827586206
0467461,2011,3.984375
0467461,2013,5.46875
0467461,2015,7.279411764705882
0467461,2018,6.5
0467462,2011,2.3275862068965516
0467462,2013,5.15625
0467462,2015,6.724910394265233
0467462,2018,7.426470588235294
0467463,2011,1.9642857142857142
0467463,2013,6.25
0467463,2015,7.116324535679375
0467463,2018,6.5
0516061,2011,3.875
0516061,2013,5.760869565217392
0516061,2015,4.772727272727273
0516061,2018,6.022727272727272
0516062,2011,4.8
0516062,2013,5
0516062,2015,5.887096774193549
0516062,2018,7.403846153846154
0516063,2011,3.706896551724138
0516063,2013,4.615384615384616
0516063,2015,4.655172413793103
0516063,2018,5.3125
0540541,2011,5.681818181818182
0540541,2013,6.538461538461538
0540541,2015,7.1875
0540541,2018,7.65625
0540542,2011,9.453125
0540542,2013,9.318181818181818
0540542,2015,9.727272727272727
0540542,2018,9.855769230769232
0540543,2011,4.609375
0540543,2013,6.7857142857142865
0540543,2015,7.0852272727272725
0540543,2018,7.5
0542491,2011,6.029411764705883
0542491,2013,6.2
0542491,2015,6.379310344827587
0542491,2018,6.379310344827585
0542492,2011,6.521739130434783
0542492,2013,7.037037037037037
0542492,2015,6.287878787878788
0542492,2018,6.166666666666667
0542493,2011,6.315789473684211
0542493,2013,6.923076923076923
0542493,2015,6.964285714285715
0542493,2018,7.199999999999999
0560431,2011,3.9814814814814814
0560431,2013,4.423076923076923
0560431,2015,6.25
0560431,2018,7.5
0560432,2011,5.892857142857143
0560432,2013,5.080645161290322
0560432,2015,5.833333333333332
0560432,2018,7.333333333333334
0560433,2011,6.145833333333332
0560433,2013,5.6034482758620685
0560433,2015,6.379310344827587
0560433,2018,7.403846153846154
0560591,2011,6.428571428571428
0560591,2013,7.045454545454546
0560591,2015,7.826086956521739
0560591,2018,8.58695652173913
0560592,2011,5.652173913043478
0560592,2013,7
0560592,2015,7.3
0560592,2018,8.229166666666668
0560593,2011,6.25
0560593,2013,5.7894736842105265
0560593,2015,5.833333333333334
0560593,2018,6.249999999999999
0563021,2011,9.444444444444445
0563021,2013,9.21875
0563021,2015,9.539473684210527
0563021,2018,9.407894736842106
0563022,2011,9.027777777777779
0563022,2013,8.4
0563022,2015,8.839285714285714
0563022,2018,8.96551724137931
0563023,2011,5.7407407407407405
0563023,2013,6.826923076923077
0563023,2015,6.403846153846153
0563023,2018,6.206896551724138
0563461,2011,4.411764705882353
0563461,2013,7.5
0563461,2015,7.01923076923077
0563461,2018,7.800000000000001
0563462,2011,5.833333333333332
0563462,2013,7.000000000000001
0563462,2015,7
0563462,2018,9.038461538461538
0563463,2011,8.26086956521739
0563463,2013,9.75
0563463,2015,9.772727272727273
0563463,2018,9.814814814814815
0566041,2011,3.5810810810810807
0566041,2013,4.868421052631579
0566041,2015,5.4375
0566041,2018,6.689189189189189
0566042,2011,3.4375
0566042,2013,3.854166666666666
0566042,2015,4.25
0566042,2018,4.827586206896552
0566043,2011,5.277777777777778
0566043,2013,6.357142857142857
0566043,2015,6.7857142857142865
0566043,2018,7.071428571428571
0574571,2011,5.288461538461537
0574571,2013,6.071428571428571
0574571,2015,5.75
0574571,2018,6.3392857142857135
0574572,2011,4.326923076923077
0574572,2013,4.7
0574572,2015,5.208333333333334
0574572,2018,5.865384615384616
0574573,2011,3.055555555555556
0574573,2013,3.8888888888888884
0574573,2015,4.543956043956044
0574573,2018,4.485294117647058
0576331,2011,2.1875
0576331,2013,4.342105263157895
0576331,2015,4.140625
0576331,2018,5.3125
0576332,2011,3.6486486486486487
0576332,2013,5
0576332,2015,4.156231365533691
0576332,2018,5.365853658536586
0576333,2011,3.8636363636363633
0576333,2013,4.375
0576333,2015,4.419975186104218
0576333,2018,5.555555555555555
0582021,2011,7.5
0582021,2013,8.958333333333334
0582021,2015,9.537037037037038
0582021,2018,9.807692307692308
0582022,2011,5.625
0582022,2013,7.386363636363637
0582022,2015,7.592592592592592
0582022,2018,8.653846153846153
0582023,2011,4.4
0582023,2013,6.018518518518519
0582023,2015,8.046875
0582023,2018,9.107142857142858
0586591,2011,4.107142857142858
0586591,2013,5.277777777777778
0586591,2015,6.25
0586591,2018,7.3076923076923075
0586592,2011,9.464285714285714
0586592,2013,9.21875
0586592,2015,9.166666666666666
0586592,2018,9.25
0586593,2011,3.888888888888889
0586593,2013,5.390625
0586593,2015,5.6361607142857135
0586593,2018,7.8125
0604401,2011,5.925925925925926
0604401,2013,6.617647058823529
0604401,2015,8.516214177978883
0604401,2018,8.513513513513514
0604402,2011,6.458333333333332
0604402,2013,7.608695652173912
0604402,2015,8.086363636363638
0604402,2018,8.24074074074074
0604403,2011,6.3392857142857135
0604403,2013,7.416666666666667
0604403,2015,8.12169312169312
0604403,2018,7.870370370370371
0604811,2011,8.513513513513512
0604811,2013,7.702702702702703
0604811,2015,8.5
0604811,2018,8.26388888888889
0604812,2011,9.411764705882353
0604812,2013,8.58974358974359
0604812,2015,8.902439024390244
0604812,2018,8.5625
0604813,2011,8.152173913043478
0604813,2013,8.1
0604813,2015,7.931034482758621
0604813,2018,8.703703703703702
0640281,2011,10
0640281,2013,9.791666666666666
0640281,2015,10
0640281,2018,9.880952380952381
0640282,2011,9.761904761904761
0640282,2013,9.26470588235294
0640282,2015,9.75
0640282,2018,9.868421052631579
0640283,2011,9.833333333333334
0640283,2013,9.791666666666666
0640283,2015,10
0640283,2018,9.583333333333334
0640331,2011,6.574074074074074
0640331,2013,6.3392857142857135
0640331,2015,5.96774193548387
0640331,2018,6.290322580645161
0640332,2011,9.523809523809524
0640332,2013,8
0640332,2015,8.90625
0640332,2018,8.56060606060606
0640333,2011,6.666666666666668
0640333,2013,6.447368421052632
0640333,2015,7.191994996873046
0640333,2018,7.17948717948718
0646041,2011,9.0625
0646041,2013,9.8
0646041,2015,9.722222222222221
0646041,2018,9.6875
0646042,2011,9.318181818181818
0646042,2013,9.642857142857144
0646042,2015,10
0646042,2018,10
0646043,2011,9.107142857142858
0646043,2013,9.53125
0646043,2015,9.880952380952381
0646043,2018,9.868421052631579
0655461,2011,2.3000000000000003
0655461,2013,5.648148148148148
0655461,2015,5.524553571428572
0655461,2018,6.209677419354839
0655462,2011,2.2727272727272725
0655462,2013,5.434782608695652
0655462,2015,5.671695402298851
0655462,2018,5.948275862068964
0655463,2011,2.833333333333333
0655463,2013,8.145161290322582
0655463,2015,7.261904761904761
0655463,2018,7.348484848484849
0724281,2011,8.478260869565217
0724281,2013,9.125
0724281,2015,8.863636363636363
0724281,2018,9.375
0724282,2011,8.07748538011696
0724282,2013,8.23529411764706
0724282,2015,8.703703703703704
0724282,2018,9.375
0724283,2011,8.235294117647058
0724283,2013,8.977272727272727
0724283,2015,9.017857142857142
0724283,2018,9.891304347826086
0740021,2011,6.578947368421053
0740021,2013,7.638888888888888
0740021,2015,7.142857142857143
0740021,2018,7.6190476190476195
0740022,2011,3.552631578947368
0740022,2013,6.041666666666666
0740022,2015,5.364583333333332
0740022,2018,6.5625
0740023,2011,4.248366013071896
0740023,2013,6
0740023,2015,7.794117647058823
0740023,2018,8.970588235294116
0740041,2011,10
0740041,2013,8.928571428571427
0740041,2015,9.473684210526317
0740041,2018,10
0740042,2011,8.289473684210527
0740042,2013,8.75
0740042,2015,9.404761904761905
0740042,2018,9.545454545454547
0740043,2011,9.230769230769232
0740043,2013,8.901098901098901
0740043,2015,9.807692307692308
0740043,2018,9.230769230769232
0740571,2011,9.5
0740571,2013,9.166666666666666
0740571,2015,9.666666666666668
0740571,2018,9.583333333333334
0740572,2011,10
0740572,2013,8.928571428571427
0740572,2015,9.375
0740572,2018,8.69047619047619
0740573,2011,9.86111111111111
0740573,2013,9.642857142857142
0740573,2015,10
0740573,2018,10
0746311,2011,2.8125000000000004
0746311,2013,6.145833333333334
0746311,2015,6.000000000000001
0746311,2018,6.25
0746312,2011,3.4615384615384617
0746312,2013,6.923076923076923
0746312,2015,6.036764705882352
0746312,2018,6.40625
0746313,2011,2.8
0746313,2013,5.729166666666668
0746313,2015,6.458333333333334
0746313,2018,6.904761904761903
0749811,2011,4.545454545454546
0749811,2013,5.096153846153846
0749811,2015,6.018518518518519
0749811,2018,7.6923076923076925
0749812,2011,4.1000000000000005
0749812,2013,6.9
0749812,2015,7.7073732718894
0749812,2018,8.790322580645162
0749813,2011,3.4000000000000004
0749813,2013,6.38157894736842
0749813,2015,5.88032581453634
0749813,2018,7.329545454545455
0753761,2011,7.962962962962963
0753761,2013,8.192959001782532
0753761,2015,8.476874003189792
0753761,2018,8.91891891891892
0753762,2011,8.75
0753762,2013,8.359375
0753762,2015,8.308823529411764
0753762,2018,9.015151515151516
0753763,2011,9
0753763,2013,8.541666666666666
0753763,2015,9.0625
0753763,2018,9.196428571428573
0755041,2011,8.214285714285714
0755041,2013,8.25
0755041,2015,8.75
0755041,2018,9.270833333333334
0755042,2011,8.541666666666666
0755042,2013,9.375
0755042,2015,9
0755042,2018,9.5
0755043,2011,9.444444444444445
0755043,2013,10
0755043,2015,8.88888888888889
0755043,2018,9.423076923076923
0782331,2011,5.2
0782331,2013,5.326086956521739
0782331,2015,6.346153846153847
0782331,2018,7.613636363636363
0782332,2011,4.224137931034483
0782332,2013,5.462962962962963
0782332,2015,5.403225806451612
0782332,2018,6.637931034482759
0782333,2011,6.833333333333334
0782333,2013,6.590909090909091
0782333,2015,7.5
0782333,2018,8.513513513513514
0896761,2011,2.631578947368421
0896761,2013,7.142857142857143
0896761,2015,7.173913043478261
0896761,2018,7.105263157894736
0896762,2011,4.423076923076923
0896762,2013,6.9565217391304355
0896762,2015,6.7548387096774185
0896762,2018,7.5
0896763,2011,7.25
0896763,2013,9.078947368421053
0896763,2015,9.375
0896763,2018,9.642857142857142
0940041,2011,9.886363636363637
0940041,2013,9.782608695652174
0940041,2015,9.6875
0940041,2018,9
0940042,2011,10
0940042,2013,9.6875
0940042,2015,10
0940042,2018,10
0940043,2011,9.5
0940043,2013,10
0940043,2015,9.545454545454547
0940043,2018,9.807692307692308
1017911,2011,1.875
1017911,2013,3.75
1017911,2015,3.487762237762238
1017911,2018,3.9705882352941178
1017912,2011,4.5
1017912,2013,5.277777777777778
1017912,2015,6.0078347578347575
1017912,2018,6.764705882352942
1017913,2011,2.3684210526315788
1017913,2013,4.2
1017913,2015,4.621874999999999
1017913,2018,4.741379310344827
1040041,2011,7.954545454545455
1040041,2013,9.027777777777779
1040041,2015,9.147727272727273
1040041,2018,9.230769230769232
1040042,2011,8.035714285714286
1040042,2013,8.61111111111111
1040042,2015,9.375
1040042,2018,9.464285714285714
1040043,2011,8.529411764705882
1040043,2013,9.807692307692308
1040043,2015,10
1040043,2018,9.705882352941178
1051021,2011,2.4324324324324325
1051021,2013,6.428571428571429
1051021,2015,6.771561771561771
1051021,2018,6.891891891891891
1051022,2011,3.25
1051022,2013,6.576086956521739
1051022,2015,7.380952380952381
1051022,2018,7.441860465116279
1051023,2011,6.666666666666668
1051023,2013,8.25
1051023,2015,7.34375
1051023,2018,7.34375
1053811,2011,8
1053811,2013,8.625
1053811,2015,8.25
1053811,2018,8.467741935483872
1053812,2011,5.178571428571428
1053812,2013,6.048387096774194
1053812,2015,6.0606060606060606
1053812,2018,6.041666666666666
1053813,2011,5.961538461538462
1053813,2013,6.379310344827587
1053813,2015,7.5
1053813,2018,7.5
1082061,2011,2.596153846153846
1082061,2013,4.21875
1082061,2015,3.9184952978056424
1082061,2018,5.303030303030303
1082062,2011,1.5740740740740742
1082062,2013,3.709677419354839
1082062,2015,4.389140271493213
1082062,2018,5.0925925925925934
1082063,2011,1.6379310344827585
1082063,2013,3.790322580645161
1082063,2015,4.470486111111111
1082063,2018,6.015625
1082591,2011,3.75
1082591,2013,3.75
1082591,2015,3.5714285714285716
1082591,2018,4.615384615384615
1082592,2011,4.261363636363636
1082592,2013,3.9673913043478266
1082592,2015,4.623397435897435
1082592,2018,4.728260869565217
1082593,2011,4.84375
1082593,2013,5.961538461538462
1082593,2015,6.357142857142857
1082593,2018,6.805555555555555
1101311,2011,8.229166666666666
1101311,2013,7.799999999999999
1101311,2015,8.666666666666668
1101311,2018,9
1101312,2011,8.55263157894737
1101312,2013,8.38235294117647
1101312,2015,8.660714285714286
1101312,2018,9.166666666666666
1101313,2011,9.374999999999998
1101313,2013,8.69047619047619
1101313,2015,9.6
1101313,2018,9.239130434782608
1111541,2011,8.235294117647058
1111541,2013,7.5
1111541,2015,8.928571428571427
1111541,2018,8.529411764705884
1111542,2011,6.25
1111542,2013,7.5
1111542,2015,8.075396825396826
1111542,2018,8.64864864864865
1111543,2011,8.194444444444445
1111543,2013,8.409090909090908
1111543,2015,7.5
1111543,2018,8.653846153846153
1127441,2011,8.881578947368421
1127441,2013,8.75
1127441,2015,9.4375
1127441,2018,9.537037037037038
1127442,2011,7.4107142857142865
1127442,2013,8.125
1127442,2015,8.108108108108107
1127442,2018,8.90625
1127443,2011,8.333333333333332
1127443,2013,8.076923076923077
1127443,2015,8.387096774193548
1127443,2018,9.375
1146041,2011,7.222222222222222
1146041,2013,9
1146041,2015,9.473684210526317
1146041,2018,9.53125
1146042,2011,8.947368421052634
1146042,2013,9.166666666666668
1146042,2015,9.196428571428573
1146042,2018,9.210526315789473
1146043,2011,3.854166666666667
1146043,2013,7.685185185185185
1146043,2015,8.294504181600956
1146043,2018,8.557692307692307
1160061,2011,5
1160061,2013,7.625
1160061,2015,7.625
1160061,2018,8.382352941176471
1160062,2011,7.291666666666666
1160062,2013,8.229166666666666
1160062,2015,8.068181818181818
1160062,2018,8.478260869565217
1160063,2011,5.476190476190476
1160063,2013,7.738095238095237
1160063,2015,8.189655172413792
1160063,2018,7.678571428571429
1174891,2011,8.46153846153846
1174891,2013,8.977272727272727
1174891,2015,9.196428571428573
1174891,2018,9.396551724137932
1174892,2011,7.4107142857142865
1174892,2013,8.482142857142858
1174892,2015,8.75
1174892,2018,9.62962962962963
1174893,2011,8.229166666666668
1174893,2013,8.173076923076923
1174893,2015,8.173076923076923
1174893,2018,9.270833333333334
1182761,2011,7.291666666666668
1182761,2013,8.421052631578947
1182761,2015,8.40909090909091
1182761,2018,9.166666666666668
1182762,2011,5.961538461538462
1182762,2013,6.8999999999999995
1182762,2015,7.916666666666666
1182762,2018,8.375
1182763,2011,5.887096774193548
1182763,2013,7.06896551724138
1182763,2015,7.658602150537634
1182763,2018,8.030303030303031
1224901,2011,5.625
1224901,2013,6.666666666666668
1224901,2015,6.875
1224901,2018,6.759259259259258
1224902,2011,4.7368421052631575
1224902,2013,6.354166666666666
1224902,2015,6.583333333333334
1224902,2018,7.155172413793103
1224903,2011,6.730769230769232
1224903,2013,7.7586206896551735
1224903,2015,8.088235294117647
1224903,2018,8.225806451612904
1240991,2011,5.19047619047619
1240991,2013,6.346153846153846
1240991,2015,6.8965517241379315
1240991,2018,7.159090909090908
1240992,2011,3.913043478260869
1240992,2013,3.8392857142857144
1240992,2015,5.331034482758621
1240992,2018,5.803571428571429
1240993,2011,4.270833333333333
1240993,2013,5.326086956521739
1240993,2015,6.42526455026455
1240993,2018,7.826086956521738
1340041,2011,10
1340041,2013,9.5
1340041,2015,9.642857142857142
1340041,2018,9.0625
1340042,2011,9.318181818181818
1340042,2013,10
1340042,2015,9.6875
1340042,2018,10
1340043,2011,10
1340043,2013,9.868421052631579
1340043,2015,9.86111111111111
1340043,2018,10
1349021,2011,4.404761904761905
1349021,2013,6.086956521739131
1349021,2015,6.538461538461538
1349021,2018,6.634615384615385
1349022,2011,5
1349022,2013,6.1607142857142865
1349022,2015,6.916666666666666
1349022,2018,6.851851851851851
1349023,2011,5.300000000000001
1349023,2013,6.923076923076923
1349023,2015,7.045454545454546
1349023,2018,7.132352941176471
1355591,2011,3.660714285714286
1355591,2013,4.396551724137931
1355591,2015,4.84375
1355591,2018,6.875
1355592,2011,5.25
1355592,2013,6.086956521739131
1355592,2015,6.160714285714285
1355592,2018,7.321428571428571
1355593,2011,5.431034482758621
1355593,2013,5.384615384615384
1355593,2015,6.024535809018568
1355593,2018,6.7592592592592595
1382021,2011,3.653846153846154
1382021,2013,6.048387096774194
1382021,2015,6.319444444444445
1382021,2018,6.171875
1382022,2011,2.962962962962963
1382022,2013,6.328125
1382022,2015,6.15625
1382022,2018,6.621621621621622
1382023,2011,4.21875
1382023,2013,6.76470588235294
1382023,2015,6.553571428571429
1382023,2018,6.5540540540540535
1411541,2011,3.333333333333333
1411541,2013,5.1
1411541,2015,4.799679487179487
1411541,2018,5.603448275862069
1411542,2011,6
1411542,2013,7.36842105263158
1411542,2015,7.307692307692308
1411542,2018,8.125
1411543,2011,3.5
1411543,2013,4.545454545454546
1411543,2015,6.736111111111111
1411543,2018,7.279411764705882
1424031,2011,5.394736842105264
1424031,2013,7.307692307692308
1424031,2015,6.660714285714285
1424031,2018,7.272727272727273
1424032,2011,4.374999999999999
1424032,2013,7.499999999999999
1424032,2015,7.916666666666666
1424032,2018,7.5
1424033,2011,4.318181818181818
1424033,2013,7.3076923076923075
1424033,2015,7.608695652173912
1424033,2018,7.6
1440161,2011,9.761904761904761
1440161,2013,9.875
1440161,2015,9.75
1440161,2018,9.86111111111111
1440162,2011,10
1440162,2013,9.523809523809524
1440162,2015,9.807692307692308
1440162,2018,10
1440163,2011,10
1440163,2013,9.722222222222221
1440163,2015,9.833333333333334
1440163,2018,9.642857142857144
1455281,2011,9.6875
1455281,2013,9.722222222222221
1455281,2015,9.791666666666666
1455281,2018,10
1455282,2011,8.61111111111111
1455282,2013,9.0625
1455282,2015,9.5
1455282,2018,9.285714285714286
1455283,2011,9.772727272727273
1455283,2013,9.318181818181818
1455283,2015,8.4375
1455283,2018,9.25
1504781,2011,7.916666666666668
1504781,2013,9.65909090909091
1504781,2015,8.522727272727273
1504781,2018,9.305555555555555
1504782,2011,7.8125
1504782,2013,8.28125
1504782,2015,8.59375
1504782,2018,9.047619047619047
1504783,2011,7.638888888888888
1504783,2013,8.28125
1504783,2015,8.229166666666666
1504783,2018,8.452380952380953
1511561,2011,8.333333333333332
1511561,2013,9.166666666666666
1511561,2015,9.722222222222221
1511561,2018,9.444444444444445
1511562,2011,7.5
1511562,2013,10
1511562,2015,9.166666666666666
1511562,2018,7.5
1511563,2011,9.25
1511563,2013,9.6875
1511563,2015,9.166666666666666
1511563,2018,9
1538591,2011,9.166666666666666
1538591,2013,9.464285714285714
1538591,2015,9.285714285714286
1538591,2018,9.285714285714285
1538592,2011,9.868421052631579
1538592,2013,8.676470588235293
1538592,2015,9.2
1538592,2018,9.583333333333334
1538593,2011,6.923076923076924
1538593,2013,8.181818181818182
1538593,2015,8.402777777777777
1538593,2018,8.88888888888889
1540441,2011,6.328125
1540441,2013,6.551724137931036
1540441,2015,8.098958333333334
1540441,2018,8.088235294117647
1540442,2011,6.086956521739131
1540442,2013,7.096774193548388
1540442,2015,7.755541871921183
1540442,2018,7.419354838709678
1540443,2011,8.645833333333334
1540443,2013,8.5
1540443,2015,9.166666666666666
1540443,2018,8.96551724137931
1540581,2011,9.25
1540581,2013,7.777777777777777
1540581,2015,9.444444444444445
1540581,2018,9.545454545454547
1540582,2015,9.583333333333334
1540582,2018,8.75
1540583,2011,9.473684210526317
1540583,2013,9.473684210526317
1540583,2015,9.285714285714286
1540583,2018,9.375
1546281,2011,7.7941176470588225
1546281,2013,6.826923076923077
1546281,2015,7.115384615384615
1546281,2018,8.369565217391305
1546282,2011,8.40909090909091
1546282,2013,6.71875
1546282,2015,7.044534412955466
1546282,2018,8.125
1546283,2011,7.291666666666668
1546283,2013,7.045454545454546
1546283,2015,7.8125
1546283,2018,8.59375
1546311,2011,6.953125
1546311,2013,6.796875
1546311,2015,7.03125
1546311,2018,7.857142857142857
1546312,2011,7.115384615384616
1546312,2013,6.923076923076923
1546312,2015,7.857142857142857
1546312,2018,8.482142857142858
1546313,2011,8.5
1546313,2013,8.5
1546313,2015,8.333333333333334
1546313,2018,9.166666666666668
1546761,2011,5.462962962962963
1546761,2013,5.833333333333332
1546761,2015,6.940883190883191
1546761,2018,7.608695652173914
1546762,2011,6
1546762,2013,6.125
1546762,2015,6.904761904761905
1546762,2018,8.095238095238095
1546763,2011,6.730769230769232
1546763,2013,6.9318181818181825
1546763,2015,7.943181818181818
1546763,2018,8.125
1556761,2011,6.1857707509881426
1556761,2013,6.527777777777778
1556761,2015,6.906565656565656
1556761,2018,7.651515151515151
1556762,2011,7.25
1556762,2013,7.678571428571429
1556762,2015,7.105263157894736
1556762,2018,7.647058823529412
1556763,2011,7.321428571428571
1556763,2013,8.75
1556763,2015,9.196428571428573
1556763,2018,8.478260869565217
1582311,2011,8.272727272727273
1582311,2013,7.142857142857143
1582311,2015,7.888888888888888
1582311,2018,8.40909090909091
1582312,2011,9.285714285714286
1582312,2013,7.857142857142857
